(72,1525)
(155,1519)
(71,1437)
(155,1439)
(73,1364)
(153,1362)
(71,1285)
(156,1286)
(72,1209)
(156,1204)
(72,1124)
(155,1126)
(71,1047)
(156,1044)
(73,969)
(156,968)
(72,888)
(156,888)
(72,809)
(156,812)
(70,729)
(155,728)
(73,651)
(154,650)
(73,571)
(156,573)
(72,494)
(156,494)
(73,402)
(156,414)
(93,305)
(173,336)
(143,216)
(210,267)
(217,141)
(266,210)
(312,92)
(334,172)
(404,71)
(410,156)
(500,76)
(490,159)
(600,110)
(562,186)
(678,165)
(628,231)
(746,237)
(683,290)
(804,296)
(737,348)
(853,348)
(791,406)
(907,405)
(847,463)
(963,467)
(898,519)
(1014,519)
(947,575)
(1078,590)
(1013,644)
(1132,645)
(1076,710)
(1195,712)
(1130,766)
(1247,767)
(1184,823)
(1303,827)
(1240,881)
(1356,883)
(1292,938)
(1408,941)
(1347,996)
(1452,986)
(1402,1053)
(1507,1044)
(1456,1110)
(1574,1118)
(1512,1171)
(1630,1176)
(1566,1230)
(1685,1232)
(1615,1286)
(1740,1294)
(1671,1340)
(1795,1357)
(1721,1401)
(1842,1451)
(1759,1472)
(1860,1537)
(1773,1547)
(1850,1641)
(1769,1623)
(1819,1737)
(1740,1695)
(1761,1812)
(1697,1761)
(1679,1881)
(1638,1810)
(1582,1917)
(1569,1837)
(1487,1928)
(1487,1847)
(1401,1927)
(1411,1844)
(1302,1905)
(1333,1828)
(1213,1859)
(1265,1795)
(1133,1787)
(1205,1743)
(1081,1706)
(1161,1677)
(1052,1621)
(1133,1603)
(1040,1524)
(1125,1525)
(1054,1428)
(1138,1447)
(1087,1342)
(1168,1376)
(1152,1255)
(1212,1313)
(1214,1193)
(1271,1256)
(1271,1142)
(1327,1203)
(1323,1093)
(1378,1151)
(1390,1039)
(1453,1105)
(1445,978)
(1503,1041)
(1519,908)
(1571,971)
(1577,851)
(1631,916)
(1634,798)
(1691,859)
(1660,766)
(1736,795)
(1687,715)
(1768,726)
(1701,644)
(1780,647)
(1703,577)
(1784,572)
(1691,519)
(1772,491)
(1665,457)
(1741,421)
(1631,416)
(1687,355)
(1579,382)
(1623,314)
(1532,366)
(1552,287)
(1476,366)
(1473,283)
(1429,376)
(1399,300)
(1378,410)
(1332,338)
(1324,458)
(1268,395)
(1267,509)
(1210,449)
(1212,566)
(1155,501)
(1152,616)
(1098,553)
(1067,691)
(1008,634)
(1007,759)
(946,695)
(924,829)
(877,761)
(880,874)
(817,816)
(811,937)
(759,871)
(755,990)
(698,926)
(700,1044)
(640,980)
(668,1085)
(595,1039)
(644,1139)
(563,1119)
(635,1193)
(550,1189)
(645,1260)
(560,1267)
(662,1309)
(588,1352)
(700,1365)
(631,1410)
(747,1427)
(673,1475)
(784,1521)
(711,1541)
(795,1630)
(715,1626)
(781,1724)
(700,1707)
(734,1817)
(665,1774)
(671,1890)
(613,1831)
(567,1952)
(543,1872)
(474,1975)
(468,1892)
(367,1972)
(389,1890)
(279,1941)
(313,1867)
(199,1889)
(247,1824)
(119,1798)
(199,1764)
(84,1708)
(166,1692)
(72,1606)
(155,1606)
(72,1525)
(155,1519)
