(240,1437)
(155,1439)
(239,1526)
(153,1520)
(241,1603)
(152,1606)
(249,1675)
(166,1695)
(270,1720)
(201,1767)
(302,1760)
(249,1826)
(346,1789)
(314,1867)
(406,1810)
(389,1892)
(463,1808)
(468,1892)
(520,1793)
(542,1871)
(563,1763)
(614,1828)
(592,1731)
(665,1773)
(618,1687)
(699,1707)
(630,1620)
(717,1625)
(624,1573)
(711,1543)
(606,1519)
(677,1476)
(560,1454)
(633,1411)
(521,1393)
(590,1352)
(479,1288)
(560,1267)
(469,1187)
(549,1187)
(482,1101)
(559,1117)
(521,999)
(596,1040)
(579,925)
(641,977)
(646,863)
(699,926)
(708,806)
(759,870)
(759,755)
(818,818)
(825,695)
(878,762)
(889,636)
(947,696)
(948,574)
(1008,635)
(1015,516)
(1070,583)
(1101,439)
(1152,496)
(1161,383)
(1211,447)
(1221,327)
(1267,391)
(1290,265)
(1330,337)
(1374,221)
(1395,301)
(1465,200)
(1470,286)
(1567,206)
(1552,286)
(1664,238)
(1624,312)
(1742,291)
(1686,356)
(1812,378)
(1738,424)
(1852,470)
(1768,490)
(1869,565)
(1783,572)
(1870,646)
(1779,644)
(1854,737)
(1768,725)
(1814,833)
(1733,793)
(1761,908)
(1687,856)
(1693,974)
(1632,915)
(1633,1030)
(1573,973)
(1560,1100)
(1502,1035)
(1501,1159)
(1446,1099)
(1438,1218)
(1373,1150)
(1383,1263)
(1327,1203)
(1327,1319)
(1267,1253)
(1269,1373)
(1212,1313)
(1243,1402)
(1169,1379)
(1219,1456)
(1134,1447)
(1207,1528)
(1122,1525)
(1215,1585)
(1135,1600)
(1237,1643)
(1159,1672)
(1268,1689)
(1205,1744)
(1311,1724)
(1266,1793)
(1354,1748)
(1334,1826)
(1418,1763)
(1414,1845)
(1486,1761)
(1486,1850)
(1555,1752)
(1570,1837)
(1600,1734)
(1638,1812)
(1635,1704)
(1699,1760)
(1670,1662)
(1740,1693)
(1691,1613)
(1764,1625)
(1693,1550)
(1773,1548)
(1681,1495)
(1759,1472)
(1655,1445)
(1718,1403)
(1612,1399)
(1672,1340)
(1550,1336)
(1616,1287)
(1503,1286)
(1566,1230)
(1447,1222)
(1510,1173)
(1377,1157)
(1458,1109)
(1322,1094)
(1389,1037)
(1283,1048)
(1353,993)
(1225,990)
(1295,937)
(1168,930)
(1242,878)
(1116,873)
(1185,823)
(1069,820)
(1130,766)
(1005,755)
(1076,711)
(944,695)
(1015,640)
(890,634)
(949,575)
(828,565)
(895,519)
(779,515)
(850,461)
(722,453)
(790,405)
(666,395)
(740,349)
(617,342)
(684,289)
(570,292)
(626,232)
(528,265)
(560,185)
(481,245)
(488,159)
(417,238)
(413,148)
(368,248)
(334,168)
(321,272)
(267,209)
(281,310)
(211,268)
(256,352)
(172,337)
(239,422)
(156,414)
(240,493)
(157,494)
(239,574)
(157,573)
(240,652)
(156,649)
(240,727)
(158,727)
(238,814)
(157,813)
(238,890)
(157,890)
(238,968)
(155,969)
(239,1042)
(155,1044)
(239,1126)
(155,1127)
(239,1202)
(156,1203)
(240,1284)
(153,1286)
(240,1361)
(153,1361)
(240,1437)
(155,1439)
