(7343,5585)
(7035,5563)
(7347,5262)
(7035,5270)
(7340,4995)
(7042,4988)
(7347,4706)
(7031,4709)
(7343,4427)
(7031,4409)
(7343,4116)
(7035,4124)
(7347,3834)
(7031,3823)
(7340,3549)
(7031,3545)
(7343,3252)
(7031,3252)
(7343,2963)
(7031,2974)
(7351,2670)
(7035,2666)
(7340,2384)
(7038,2380)
(7340,2091)
(7031,2098)
(7343,1809)
(7031,1809)
(7340,1472)
(7031,1516)
(7265,1117)
(6968,1230)
(7079,791)
(6830,978)
(6804,516)
(6622,769)
(6451,337)
(6369,630)
(6109,260)
(6087,571)
(5752,278)
(5789,582)
(5380,403)
(5521,681)
(5090,604)
(5276,846)
(4837,868)
(5072,1062)
(4622,1084)
(4871,1274)
(4439,1274)
(4670,1487)
(4239,1483)
(4462,1696)
(4030,1710)
(4272,1901)
(3841,1901)
(4090,2106)
(3603,2161)
(3845,2358)
(3402,2362)
(3610,2600)
(3168,2607)
(3410,2805)
(2974,2809)
(3209,3014)
(2766,3029)
(3001,3226)
(2569,3234)
(2807,3435)
(2376,3446)
(2603,3647)
(2212,3611)
(2398,3856)
(2008,3823)
(2197,4065)
(1759,4094)
(1989,4288)
(1550,4307)
(1788,4504)
(1346,4512)
(1606,4709)
(1141,4739)
(1398,4907)
(937,4969)
(1212,5131)
(762,5314)
(1071,5391)
(695,5629)
(1019,5665)
(732,6010)
(1034,5944)
(848,6361)
(1141,6207)
(1063,6636)
(1301,6449)
(1368,6888)
(1521,6628)
(1729,7020)
(1777,6727)
(2082,7061)
(2082,6764)
(2402,7057)
(2365,6753)
(2770,6976)
(2655,6694)
(3101,6808)
(2908,6573)
(3398,6544)
(3131,6383)
(3592,6248)
(3294,6141)
(3700,5936)
(3398,5870)
(3744,5581)
(3428,5585)
(3692,5229)
(3380,5299)
(3569,4915)
(3268,5039)
(3328,4596)
(3105,4808)
(3097,4369)
(2885,4600)
(2885,4182)
(2677,4406)
(2692,4003)
(2487,4215)
(2443,3805)
(2209,4047)
(2238,3582)
(2023,3812)
(1963,3325)
(1770,3556)
(1748,3116)
(1547,3354)
(1536,2922)
(1324,3146)
(1439,2805)
(1156,2911)
(1339,2618)
(1037,2659)
(1286,2358)
(993,2369)
(1279,2113)
(978,2095)
(1324,1901)
(1022,1798)
(1420,1674)
(1138,1542)
(1547,1523)
(1339,1300)
(1740,1399)
(1576,1150)
(1915,1340)
(1840,1051)
(2123,1340)
(2134,1036)
(2298,1377)
(2409,1099)
(2487,1501)
(2658,1238)
(2688,1677)
(2896,1447)
(2900,1864)
(3112,1644)
(3105,2073)
(3317,1835)
(3328,2256)
(3528,2025)
(3644,2531)
(3863,2322)
(3867,2780)
(4094,2545)
(4175,3036)
(4350,2787)
(4339,3201)
(4573,2988)
(4596,3431)
(4789,3190)
(4804,3625)
(5016,3391)
(5008,3823)
(5231,3589)
(5127,3973)
(5399,3805)
(5217,4171)
(5518,4098)
(5250,4369)
(5566,4354)
(5213,4614)
(5529,4640)
(5150,4794)
(5425,4951)
(5008,4999)
(5265,5164)
(4834,5226)
(5109,5402)
(4696,5570)
(4967,5643)
(4655,5969)
(4953,5955)
(4707,6313)
(5008,6251)
(4882,6654)
(5138,6497)
(5116,6921)
(5332,6705)
(5503,7148)
(5592,6855)
(5849,7233)
(5871,6929)
(6246,7222)
(6165,6921)
(6574,7108)
(6447,6837)
(6871,6918)
(6693,6680)
(7169,6584)
(6871,6460)
(7299,6255)
(6994,6196)
(7343,5881)
(7035,5881)
(7343,5585)
(7035,5563)
