(3902,1009)
(3902,707)
(4042,1055)
(4172,798)
(4135,1165)
(4386,1046)
(4144,1331)
(4461,1349)
(4079,1514)
(4349,1661)
(3893,1679)
(4125,1900)
(3697,1900)
(3921,2120)
(3604,2001)
(3818,2221)
(3362,2221)
(3585,2432)
(3157,2459)
(3380,2661)
(2887,2744)
(3129,2918)
(2654,2964)
(2831,3221)
(2514,3010)
(2542,3322)
(2309,2983)
(2216,3276)
(2170,2891)
(1956,3120)
(2105,2799)
(1797,2918)
(2086,2753)
(1760,2753)
(2067,2414)
(1760,2386)
(2077,2037)
(1769,2028)
(2105,1964)
(1835,1799)
(2216,1854)
(2067,1560)
(2412,1799)
(2421,1459)
(2533,1817)
(2682,1551)
(2784,2102)
(2989,1835)
(2943,2221)
(3148,2001)
(3176,2441)
(3362,2221)
(3390,2634)
(3585,2432)
(3632,2891)
(3846,2634)
(3818,3047)
(4014,2799)
(4070,3285)
(4265,3047)
(4135,3386)
(4423,3267)
(4153,3496)
(4461,3478)
(4116,3643)
(4414,3753)
(4032,3726)
(4237,3983)
(3893,3799)
(3930,4111)
(3529,3809)
(3539,4102)
(3120,3809)
(3120,4102)
(2710,3809)
(2701,4111)
(2356,3809)
(2356,4111)
(1974,3799)
(1965,4093)
(1574,3799)
(1583,4093)
(1201,3790)
(1164,4093)
(1062,3735)
(959,4020)
(941,3634)
(754,3873)
(829,3506)
(559,3689)
(773,3359)
(456,3460)
(754,3249)
(419,3258)
(745,2983)
(428,2973)
(736,2634)
(428,2634)
(726,2294)
(428,2285)
(736,1946)
(428,1927)
(736,1578)
(428,1560)
(745,1257)
(428,1202)
(764,1165)
(494,1019)
(810,1120)
(587,909)
(885,1065)
(754,762)
(978,1019)
(941,707)
(1201,991)
(1211,707)
(1630,991)
(1620,716)
(2049,991)
(2049,707)
(2384,1000)
(2393,707)
(2784,1009)
(2784,707)
(3092,1009)
(3101,707)
(3492,1000)
(3492,707)
(3911,1019)
(3911,707)
